Date,Open,High,Low,Close,Volume,returns,returns_5d,returns_10d,returns_20d,volatility_5d,volatility_10d,volatility_20d,volatility_60d,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,rsi,atr,volume_sma_20,volume_ratio,volume_change,momentum_5,momentum_10,momentum_20,roc_5,roc_10,bb_middle,bb_upper,bb_lower,bb_width,macd,macd_signal,macd_histogram,future_volatility,target
2014-04-14,150.934,151.309,149.71,150.944,160351341,0.007845415272853318,-0.007685076226226606,-0.02183225003726197,-0.013889070359966116,0.013356848299064581,0.0105008838258116,0.00842201496935213,0.008134300620334161,151.7912,153.1673,153.30519999999999,151.86268,152.52615411247513,152.76919888778576,41.664672091909964,1.7207142857142819,150846612.9,1.063009224518027,-0.20852347100192703,-1.1690000000000111,-3.3689999999999998,-2.1260000000000048,-0.7685076226226628,-2.183225003726193,153.30519999999999,156.43337738089082,150.17702261910915,0.04080980137517622,-0.2430447753106364,0.27065696038604264,-0.5137017356966791,0.004920069782270174,0
2014-04-15,151.27,152.105,149.769,152.008,190269209,0.007048971804112902,-0.004694712718939176,-0.021500115868887892,-0.014023480573392866,0.013731228951312496,0.010533443437989523,0.008415332315242711,0.0081656982921593,151.64780000000002,152.8333,153.1971,152.04147999999998,152.44643809517126,152.71281378498682,48.16392655706229,1.7447142857142808,154163972.4,1.2342002222563382,0.18657697412084628,-0.7169999999999845,-3.3400000000000034,-2.1619999999999777,-0.4694712718939169,-2.1500115868887937,153.1971,156.34878231768056,150.04541768231945,0.04114545663959113,-0.26637568981556115,0.1632504303457219,-0.42962612016128304,0.004993780800321518,0
2014-04-16,153.032,153.596,152.381,153.586,127415139,0.010381032577232885,-0.005214034496829334,-0.014425606735372187,0.001610810035281407,0.013619739317538147,0.01116573940805404,0.008684570924938002,0.00826423918012496,151.4868,152.6085,153.20945,152.23098,152.62175531129876,152.77749424535816,53.51571205705372,1.7748571428571378,149809853.3,0.850512407517323,-0.3303428354505852,-0.8049999999999784,-2.2479999999999905,0.2470000000000141,-0.521403449682934,-1.4425606735372194,153.20945,156.3654064052091,150.05349359479092,0.04119793400745296,-0.15573893405939998,0.09945255746469753,-0.2551914915240975,0.004986446191518026,0
2014-04-17,153.376,154.227,153.118,153.797,127523591,0.0013738231349209595,0.017667259986633654,-0.011746184738955834,-0.002917398717641295,0.007733650959449458,0.011200166451549576,0.008583527193544929,0.008265368839609554,152.0208,152.4257,153.18695,152.42874,152.80256218648356,152.85301319014644,52.13974300137681,1.747571428571425,149050427.8,0.8555734651839757,0.0008511704405862464,2.6699999999999875,-1.828000000000003,-0.45000000000001705,1.7667259986633674,-1.1746184738955843,153.18695,156.3180795742156,150.0558204257844,0.04087984745718361,-0.050451003662885796,0.06947184523918087,-0.11992284890206667,0.005032650659642485,0
2014-04-21,153.834,154.401,153.643,154.342,82720783,0.0035436321904849244,0.030533688547029092,0.0035436321904849244,0.0046083549214368524,0.003575162963731268,0.010617472416406053,0.00857004356711862,0.008202653773373586,152.93540000000002,152.4802,153.22235,152.59894,153.0393987731784,152.96330850939486,50.08674842955437,1.69585714285714,143301662.8,0.5772492892524901,-0.35132956693479567,4.5730000000000075,0.5450000000000159,0.7080000000000268,3.053368854702914,0.3543632190484963,153.22235,156.39055030434037,150.05414969565965,0.041354284206453686,0.07609026378352723,0.07079552894805015,0.005294734835477086,0.005029802667544633,0
2014-04-22,154.485,155.492,154.419,155.041,103943499,0.004528903344520607,0.02714251642993437,0.019248847895972032,0.013320000261432874,0.0034619989638749694,0.009880990506520585,0.008555711725297366,0.007690408194830581,153.7548,152.773,153.32425,152.74768,153.34733742345864,153.11721158277302,49.06282434825076,1.695857142857138,141141877.55,0.7364469057964576,0.2565584515804209,4.097000000000008,2.9279999999999973,2.038000000000011,2.7142516429934336,1.9248847895972057,153.32425,156.59227028435393,150.05622971564608,0.04262887683264615,0.23012584068561637,0.1026615912955634,0.12746424939005296,0.005139782075708973,0
2014-04-23,154.974,155.069,154.533,154.667,89478657,-0.0024122651427687103,0.01749250039471595,0.012715665411687782,0.006095101801860459,0.004687302573274862,0.00994054023956708,0.008526931848472525,0.007665410128722982,154.28660000000002,152.9672,153.3711,152.88317999999998,153.55036243523423,153.23201072478983,46.412983340505306,1.6782142857142799,139322872.1,0.6422395379258048,-0.13916062225305692,2.658999999999992,1.9420000000000073,0.9370000000000118,1.749250039471601,1.2715665411687722,153.3711,156.69008017944975,150.05211982055027,0.04328038567174309,0.3183517104444036,0.14579961512533143,0.17255209531907215,0.0054325034684624286,0
2014-04-24,155.463,155.483,154.247,154.994,106843593,0.0021142195814232156,0.009167502246298476,0.0039056680765070517,0.015554973135893047,0.002669564834502916,0.00936954320950506,0.008344932068556282,0.007639004812525608,154.5682,153.02749999999997,153.4898,152.99328000000003,153.77246052212126,153.3625284488795,48.07445834604821,1.6988571428571362,137403121.05,0.7775921841041761,0.1940679105185943,1.407999999999987,0.6030000000000086,2.3739999999999952,0.9167502246298407,0.3905668076507106,153.4898,156.8650067913258,150.1145932086742,0.04397955813774999,0.4099320732417766,0.19862610674862047,0.21130596649315614,0.005442228863896538,0
2014-04-25,154.485,154.563,153.367,153.71,121612766,-0.008284191646128147,-0.0005656807349947446,0.01709158522302423,0.009099025760878066,0.005289922358450482,0.006533646154195199,0.008572270065151072,0.007615559308560945,154.5508,153.2858,153.5591,153.07616,153.7628512110257,153.3882670822958,49.72539612398211,1.602571428571423,134856017.6,0.9017971030459971,0.13823171409070834,-0.08699999999998909,2.5829999999999984,1.3859999999999957,-0.056568073499475985,1.709158522302433,153.5591,156.89014844566537,150.22805155433463,0.04338457891020948,0.3745841287298788,0.23381771114487215,0.14076641758500663,0.0050816712044318285,0
2014-04-28,154.352,154.869,152.611,154.21,163689618,0.0032528787977359475,-0.0008552435500382982,0.029652331256802222,0.007572639185631003,0.0052412026077455105,0.005344432520518924,0.00853895999497053,0.007517874020115124,154.5244,153.7299,153.61705,153.15331999999998,153.83164333240634,153.44913618731093,57.153578494917156,1.621071428571424,136881487.75,1.1958492027713952,0.3459904201175723,-0.132000000000005,4.4410000000000025,1.1590000000000202,-0.08552435500382592,2.9652331256802156,153.61705,156.95120463759102,150.282895362409,0.04340865337006553,0.38250714509541694,0.2635555979349811,0.11895154716043582,0.005186334113471783,0
2014-04-29,154.696,155.166,154.381,154.916,101884720,0.004578172621749532,-0.0008062383498558257,0.026314394742421143,0.003907642259563415,0.005252256843418637,0.005105712493396306,0.0084001329934596,0.007478883517687963,154.4994,154.12709999999998,153.64720000000003,153.22817999999998,153.99846743511307,153.55779276602863,57.42661514473598,1.5827142857142806,135933363.25,0.749519599633683,-0.37757372003886036,-0.125,3.9720000000000084,0.6030000000000086,-0.08062383498558447,2.631439474242109,153.64720000000003,157.01855091461496,150.2758490853851,0.04388431308367397,0.4406746690844443,0.2989794121648738,0.14169525691957052,0.005141827936169297,0
2014-04-30,154.667,155.528,154.467,155.406,122995847,0.0031630044669370694,0.004778006943950475,0.022354086627019543,0.00037335530550763885,0.005243779195618893,0.004873118294842336,0.008292972125162132,0.006819089506640596,154.6472,154.46689999999998,153.6501,153.30938,154.21501090663415,153.69469700558207,53.738489871086614,1.5335714285714224,136683742.75,0.8998571777842248,0.207206016760904,0.7390000000000043,3.397999999999996,0.057999999999992724,0.47780069439505796,2.2354086627019605,153.6501,157.0277049377911,150.27249506220892,0.0439648908499388,0.5203139010520772,0.3432463099423145,0.17706759110976272,0.005202481421886945,0
2014-05-01,155.318,155.805,154.909,155.424,112707163,0.00011582564379764015,0.00277430094068154,0.01196723659708554,-0.0026310047871452857,0.00521032207331009,0.003959428781709014,0.00826144190972978,0.006776869476262021,154.73319999999998,154.6507,153.6296,153.41063999999997,154.40100922869044,153.8227935236871,70.80065834059447,1.3459285714285667,137550412.95,0.8193880380495071,-0.08365066179836134,0.4300000000000068,1.8379999999999939,-0.4099999999999966,0.2774300940681619,1.196723659708563,153.6296,156.95598317253555,150.30321682746447,0.04330393586308293,0.5782157050033447,0.39024018895452056,0.18797551604882418,0.005198566986215423,0
2014-05-02,155.406,156.046,154.944,155.185,118892758,-0.001537729050854475,0.0095959924533211,0.009024883450262422,-0.0028273092369477393,0.0025297375299187866,0.004051005093783512,0.008263113970234338,0.006777805540078921,155.02820000000003,154.7895,153.6076,153.48950000000002,154.5216231935073,153.92369770711767,79.40282301845825,1.30085714285714,138806468.2,0.8565361509572651,0.0548820042609004,1.4749999999999943,1.3880000000000052,-0.4399999999999977,0.9595992453321153,0.9024883450262392,153.6076,156.88385867496208,150.3313413250379,0.042657507505645474,0.5979254863896415,0.43177724844154475,0.16614823794809674,0.005160235232045641,0
2014-05-05,154.428,155.557,154.007,155.501,91912175,0.0020362792795696194,0.008371700927306991,0.00750929753404761,0.011079539913002145,0.0024251633075386275,0.003969183174752703,0.007803444313532485,0.006590749000376817,155.28640000000001,154.90540000000001,153.69279999999998,153.57832,154.67229654835234,154.04053491399785,77.28415758591795,1.2973571428571395,133142966.5,0.6903269276338379,-0.2269320979163424,1.2909999999999968,1.1589999999999918,1.7040000000000077,0.8371700927306898,0.7509297534047711,153.69279999999998,157.07665632393778,150.30894367606217,0.044034025327638074,0.6317616343544898,0.4717741256241338,0.15998750873035605,0.005171365446711709,0
2014-05-06,155.127,155.243,154.094,154.122,103534078,-0.008868110172924881,-0.0051253582586691104,-0.005927464348140066,0.013207286688185826,0.004743135270248957,0.004740104321598623,0.0076540366641982965,0.006551460999435876,155.12760000000003,154.8135,153.79325,153.62238,154.5876355409135,154.04656936481283,62.19709208400653,1.2309999999999985,129791183.85,0.7976973083137496,0.1264457401862158,-0.7939999999999827,-0.9189999999999827,2.0090000000000146,-0.5125358258669103,-0.5927464348140058,153.79325,157.09799739061714,150.48850260938286,0.04297649462011028,0.541066176100685,0.48563253571944404,0.055433640381240934,0.00460283484417927,0
2014-05-07,154.658,155.109,153.49,155.032,129015978,0.005904413386797369,-0.002406599487793204,0.00235990870709335,0.01510558192830258,0.00545266158055641,0.005099681120832881,0.007708590828247069,0.006583631353074963,155.0528,154.85,153.90860000000004,153.6858,154.6559993038499,154.11956422667853,59.03975993998503,1.2332142857142847,129416987.45,0.9969014156649649,0.2461208955760441,-0.3739999999999952,0.3650000000000091,2.3070000000000164,-0.24065994877932334,0.23599087070933625,153.90860000000004,157.21739748549248,150.5998025145076,0.042996914863658656,0.536435077171376,0.49579304400983043,0.04064203316154552,0.0046363945139866304,0
2014-05-08,154.85,155.971,154.381,154.859,113397405,-0.0011158986531812909,-0.0036352172122708915,-0.0008710014581209125,0.003031264775796627,0.005447407003879937,0.005070518515579568,0.007336866846824622,0.006455614914520539,154.93980000000002,154.83650000000003,153.93200000000002,153.74576000000002,154.6872301801807,154.17433724692458,56.67085427135687,1.2675714285714272,129017109.65,0.878933075679858,-0.12105921485166748,-0.5649999999999977,-0.1349999999999909,0.46800000000001774,-0.3635217212270934,-0.08710014581209008,153.93200000000002,157.26171527153224,150.6022847284678,0.043262158245617834,0.5128929332561256,0.4992130218590895,0.013679911397036115,0.004633248430118501,0
2014-05-09,154.869,155.166,154.17,155.109,101392345,0.0016143717833643212,-0.000489738054579969,0.009101554876065343,0.026348700099915856,0.005510592894354026,0.004177546035415318,0.005353170347190483,0.00645690388189048,154.9246,154.9764,154.1311,153.79514,154.7521178447683,154.24357152493016,55.00326157860404,1.2845714285714271,123608919.3,0.8202672232245622,-0.10586714925266583,-0.0759999999999934,1.399000000000001,3.9819999999999993,-0.04897380545799748,0.9101554876065324,154.1311,157.22226758046656,151.03993241953344,0.04011088716640004,0.5085463198381319,0.501079681454898,0.0074666383832339145,0.004638129817718111,0
2014-05-12,155.731,156.697,155.127,156.62,105328659,0.009741536596844735,0.007196095201960073,0.015628039686142348,0.04574377875261226,0.007100448767600948,0.0050034169988604415,0.005087869515943362,0.006536885848954656,155.1484,155.2174,154.47365,153.86690000000002,155.03948433018854,154.41960326382423,59.313436357201915,1.3158571428571426,118745466.2,0.8870120466123531,0.03882259553223677,1.1189999999999998,2.4099999999999966,6.850999999999999,0.7196095201960114,1.562803968614225,154.47365,156.99545605915705,151.95184394084293,0.032650307145031636,0.6198810663643144,0.5248399584367813,0.09504110792753306,0.004276691346142901,0
2014-05-13,156.812,157.119,156.601,156.763,80511386,0.0009130379261907962,0.0171357755544308,0.011922590307005043,0.038550720797116966,0.004366156822575277,0.00489099928737198,0.004920069782270174,0.006507073371773249,155.6766,155.40210000000002,154.7646,153.96258,155.30464058708262,154.59318820724465,62.709192335677955,1.3145714285714283,114753468.45,0.7016030721117607,-0.23561747805029964,2.640999999999991,1.8470000000000084,5.819000000000017,1.7135775554430848,1.192259030700514,154.7646,156.88206167802298,152.64713832197702,0.027363643598380727,0.711452379837965,0.5621624427170181,0.14928993712094696,0.004423698539458526,0
2014-05-14,156.62,156.697,155.759,155.98,87595723,-0.004994801069129973,0.006114866608184055,0.0036935510855435894,0.026130203673490726,0.005407074927895788,0.005197326030700975,0.004993780800321518,0.006546932905705294,155.8662,155.45950000000002,154.9632,153.99994,155.40854203522375,154.69591500670802,55.665364284072574,1.2980000000000018,109619794.15,0.7990867313629233,0.08799174069615456,0.9479999999999791,0.5739999999999839,3.97199999999998,0.6114866608183982,0.3693551085543568,154.9632,156.70354619665503,153.22285380334498,0.022461412730958388,0.7126270285157261,0.5922553598767597,0.12037166863896642,0.004577561903735892,0
2014-05-15,155.655,155.703,153.873,154.63,187779709,-0.008654955763559347,-0.0014787645535616623,-0.0051086061354745915,0.006797494563306472,0.007032288731712808,0.00593476962723333,0.004986446191518026,0.00659172664200399,155.8204,155.3801,155.0154,154.0076,155.288766337497,154.69103241361853,55.246350364963426,1.3322857142857154,112638022.65,1.6671076478631701,1.1437086488800374,-0.22900000000001342,-0.7940000000000111,1.0439999999999827,-0.14787645535617136,-0.5108606135474645,155.0154,156.64063966167942,153.39016033832058,0.020968750997377238,0.5977339238784793,0.5933510726771036,0.004382851201375715,0.003959823011403794,0
2014-05-16,154.726,155.243,154.075,155.175,118073986,0.0035245424561858307,0.0004255072239522928,-6.443921770782346e-05,0.008959862676125141,0.007210302101926596,0.0060508236037131536,0.005032650659642485,0.0065663251650094154,155.8336,155.3791,155.0843,154.01946,155.27126382403594,154.7268818644616,55.474866674231265,1.2544285714285723,112165542.4,1.0526761024248388,-0.3712100917144354,0.0660000000000025,-0.009999999999990905,1.3780000000000143,0.04255072239522045,-0.006443921770783842,155.0843,156.6055666605933,153.56303333940673,0.01961857725886223,0.5443819595743378,0.5835572500565505,-0.03917529048221269,0.003945298919965039,0
2014-05-19,154.869,155.844,154.735,155.711,77294549,0.0034541646528114534,-0.00580385646788395,0.001350473630394644,0.008869912272744918,0.005440878794968918,0.006119799390231337,0.005029802667544633,0.006573983254200936,155.6518,155.4001,155.15275,154.04052000000001,155.33891554341503,154.79977950413112,54.59909753557801,1.265357142857143,111894230.7,0.6907822549603534,-0.34537190097063375,-0.9089999999999918,0.21000000000000796,1.3689999999999998,-0.5803856467883999,0.1350473630394711,155.15275,156.65648106148146,153.64901893851854,0.01938387893841985,0.5391360392839033,0.574673007902021,-0.035536968618117726,0.003930526374037648,0
2014-05-20,155.635,155.655,154.372,154.754,135224981,-0.006146001245898036,-0.012815524071368989,0.004100647538962443,-0.0018511232512690157,0.005681723377785692,0.0057215952568142785,0.005139782075708973,0.006594025972597966,155.25,155.4633,155.1384,154.04434,155.2489285367358,154.79638842975103,46.42151481888028,1.2852142857142874,113458304.8,1.1918473595949586,0.7494762923062013,-2.0090000000000146,0.6319999999999766,-0.28700000000000614,-1.2815524071368973,0.41006475389624875,155.1384,156.65206608290183,153.62473391709815,0.019513751371702113,0.4525401069847703,0.5502464277185709,-0.09770632073380059,0.003682408348582187,0
2014-05-21,155.223,156.122,155.185,156.036,107918767,0.008284115434819217,0.00035902038722923635,0.006476082357190771,0.008851274027426692,0.007169713176637231,0.006016734634434842,0.0054325034684624286,0.006672617460046959,155.2612,155.5637,155.20685,154.08896000000001,155.37001645416106,154.88821150902874,52.94968189705028,1.3189285714285737,114380310.3,0.9435082551966114,-0.20193172739288456,0.056000000000011596,1.0039999999999907,1.3689999999999998,0.03590203872292063,0.6476082357190713,155.20685,156.75420009817327,153.65949990182673,0.01993919853631806,0.48180494513232475,0.5365581312013217,-0.05475318606899693,0.0034031166701874254,0
2014-05-22,156.084,156.782,155.815,156.448,74576018,0.002640416314183991,0.01175709758779031,0.010260947055062974,0.009381008297095317,0.005245922795011866,0.006010657146530741,0.005442228863896538,0.006678142634967509,155.6248,155.7226,155.27955000000003,154.14084,155.53586007659783,155.00375139724883,55.98748459277519,1.3092857142857173,112766931.55,0.6613287865062957,-0.3089615451221751,1.818000000000012,1.5889999999999986,1.4540000000000077,1.1757097587790288,1.0260947055062983,155.27955000000003,156.91869810672816,153.6404018932719,0.021112221238767485,0.532108679348994,0.5356682408308562,-0.0035595614818622057,0.0033990678443657904,0
2014-05-23,156.583,157.174,156.448,157.071,72880931,0.003982153814686029,0.012218463025616133,0.012649169293851292,0.021865851278381365,0.005275414522618656,0.006082112973956762,0.0050816712044318285,0.006666344304070641,156.004,155.9188,155.44760000000002,154.23964,155.77203544942893,155.15688092337854,57.23235673484424,1.2504285714285754,110330339.8,0.6605701671191626,-0.022729652848989645,1.8959999999999866,1.961999999999989,3.36099999999999,1.2218463025616153,1.264916929385135,155.44760000000002,157.09833003307816,153.7968699669219,0.021238411311311763,0.6151545260503894,0.5515654978747628,0.06358902817562662,0.003395036384565425,0
2014-05-27,157.645,158.094,157.559,158.036,87232008,0.006143718445798418,0.014931507729062155,0.00904099093346944,0.024810323584722127,0.005535031146285491,0.005613995061520694,0.005186334113471783,0.006701046568008708,156.469,156.06040000000002,155.6389,154.36614,156.12033768797832,155.3701490031283,68.74521072796918,1.223000000000003,106507459.3,0.8190225226788411,0.19691127436338585,2.3249999999999886,1.4159999999999968,3.8259999999999934,1.49315077290621,0.9040990933469525,155.6389,157.55171373346917,153.72608626653084,0.024580149737233613,0.7501886848500305,0.5912901352698164,0.1588985495802141,0.003654014905049391,0
2014-05-28,158.036,158.286,157.654,157.923,80849627,-0.0007150269558834355,0.020477661320547513,0.0073997052875998115,0.01941051924914161,0.0034280805037174454,0.0056376040449613715,0.005141827936169297,0.006631946785289603,157.10280000000003,156.1764,155.78924999999998,154.46320000000003,156.39767035136626,155.55924907697064,64.99014829409921,1.1525000000000034,105455704.65,0.7666690699031804,-0.07316558619171076,3.169000000000011,1.1599999999999966,3.007000000000005,2.047766132054752,0.739970528759973,155.78924999999998,157.92279134813722,153.65570865186274,0.02739009717470548,0.8384212743956141,0.640716363094976,0.19770491130063805,0.0037151399899138416,0
2014-05-29,158.286,158.745,157.874,158.726,77968501,0.005084756495254084,0.017239611371734798,0.017604821130914328,0.02136339652265673,0.002655749068530604,0.005391700381409588,0.005202481421886945,0.006423422336676667,157.64079999999998,156.451,155.95525,154.55432000000002,156.75587491269454,155.79382321941728,68.82118173853777,1.101142857142861,103204337.35,0.755476978991523,-0.03563561276541205,2.6899999999999977,2.7460000000000093,3.319999999999993,1.7239611371734713,1.7604821130914279,155.95525,158.44939023790093,153.46110976209908,0.03198533217574813,0.9620516932772603,0.704983429131433,0.2570682641458273,0.003633754421221504,0
2014-05-30,158.583,159.08,158.457,158.974,92456824,0.0015624409359524805,0.01614593986500301,0.028092866843432596,0.022840745316038635,0.0027765946718087257,0.003982830208702441,0.005198566986215423,0.0064246925903560905,158.14600000000002,156.8854,156.13275,154.66702,157.09712492612616,156.02939186983082,68.81511050530602,1.0745000000000045,102191820.4,0.9047380077789474,0.1858227721987371,2.525999999999982,4.343999999999994,3.549999999999983,1.6145939865002952,2.809286684343267,156.13275,158.9518201621187,153.31367983788127,0.03611119591653539,1.0677330562953387,0.7775333545642141,0.2901997017311245,0.0036383561100714608,0
2014-06-02,159.206,159.244,158.421,159.156,78316830,0.0011448412948029674,0.013274251771491885,0.0256549057515707,0.02558881335180585,0.002868171468247961,0.004004536365657742,0.005160235232045641,0.006421594171491193,158.56300000000002,157.2835,156.3313,154.7652,157.41387493749136,156.26099247206557,64.18027286960402,1.0198571428571483,100163024.0,0.7818936257355809,-0.15293618565136957,2.085000000000008,3.9809999999999945,3.9710000000000036,1.3274251771491923,2.565490575157077,156.3313,159.41614793449338,153.24645206550662,0.03946551886274063,1.1528824654257903,0.8526031767365294,0.3002792886892609,0.0036556308819413884,0
2014-06-03,158.745,159.156,158.621,159.08,78813427,-0.0004775189122621093,0.006606089751702182,0.0216362363609508,0.023015929158011872,0.0023256858422658483,0.004097135728005413,0.005171365446711709,0.006422850849151756,158.77179999999998,157.62040000000002,156.51024999999998,154.87412,157.670201870185,156.46980784450517,63.05352112676052,1.0210714285714337,99508086.6,0.792030373539511,0.006340872070537129,1.0440000000000111,3.3689999999999998,3.5790000000000077,0.6606089751702214,2.163623636095073,156.51024999999998,159.80067802366924,153.21982197633073,0.04204744447944145,1.2003940256798273,0.922161346525189,0.27823267915463834,0.003836763190100754,0
